StationCode,Latitude,Longitude,HUC_12,agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,date_begin,date_end,comid_gage,CEFF_type,SampleID,SampleDate,H_ASCI,COMID_algae,YYYY,MM,DD,US_L3_mod,geometry,metric,comid,data_type,p50_obs,result_type,p50_pred,status_code,status,alteration_type,median_in_iqr,refgage,delta_p50
SMC14211,33.6894,-117.82174,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC14211_2013-06-04 00:00:00_1,2013-06-04,0.5686715408076276,20355376,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",SP_Tim,20355520,observed,161,predicted,175.5,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9173789173789174
SMC14211,33.6894,-117.82174,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC14211_2013-06-04 00:00:00_1,2013-06-04,0.5686715408076276,20355376,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Wet_BFL_Dur,20355520,observed,112.5,predicted,93.55,1,likely_unaltered,none_found,TRUE,Non-Ref,1.202565473009086
SMC14211,33.6894,-117.82174,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC14211_2013-06-04 00:00:00_1,2013-06-04,0.5686715408076276,20355376,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Dur_10,20355520,observed,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.5
SMC14211,33.6894,-117.82174,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC14211_2013-06-04 00:00:00_1,2013-06-04,0.5686715408076276,20355376,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Dur_2,20355520,observed,1.5,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
SMC14211,33.6894,-117.82174,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC14211_2013-06-04 00:00:00_1,2013-06-04,0.5686715408076276,20355376,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Dur_5,20355520,observed,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.5
SMC14211,33.6894,-117.82174,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC14211_2013-06-04 00:00:00_1,2013-06-04,0.5686715408076276,20355376,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Fre_10,20355520,observed,1.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref,1.5
SMC14211,33.6894,-117.82174,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC14211_2013-06-04 00:00:00_1,2013-06-04,0.5686715408076276,20355376,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Fre_2,20355520,observed,1.5,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,0.75
SMC14211,33.6894,-117.82174,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC14211_2013-06-04 00:00:00_1,2013-06-04,0.5686715408076276,20355376,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Fre_5,20355520,observed,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.5
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",DS_Dur_WS,20355520,observed,135,predicted,174.508333333333,1,likely_unaltered,none_found,FALSE,Non-Ref,0.7736020247361649
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",DS_Tim,20355520,observed,298,predicted,279.791666666667,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0650781831720015
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",DS_Mag_50,20355520,observed,0.49,predicted,0.0860611523566506,-1,likely_altered,high,FALSE,Non-Ref,5.69362582979792
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",DS_Mag_90,20355520,observed,0.7045000000000001,predicted,0.118548169327297,-1,likely_altered,high,FALSE,Non-Ref,5.942732005038068
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",FA_Dur,20355520,observed,2,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref,0.5
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",FA_Mag,20355520,observed,6.185150635774322,predicted,2.07448713321774,1,likely_unaltered,none_found,FALSE,Non-Ref,2.9815324167282378
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",FA_Tim,20355520,observed,12.5,predicted,32.6875,1,likely_unaltered,none_found,TRUE,Non-Ref,0.3824091778202677
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",SP_ROC,20355520,observed,0.07659713168187741,predicted,0.0714285714285714,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0723598435462842
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",SP_Dur,20355520,observed,112,predicted,96.1375,1,likely_unaltered,none_found,TRUE,Non-Ref,1.1649980496684436
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",SP_Mag,20355520,observed,30.4,predicted,5.77814661966133,1,likely_unaltered,none_found,FALSE,Non-Ref,5.2612025967907705
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",SP_Tim,20355520,observed,161,predicted,175.5,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9173789173789174
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Wet_BFL_Dur,20355520,observed,112.5,predicted,93.55,1,likely_unaltered,none_found,TRUE,Non-Ref,1.202565473009086
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Dur_10,20355520,observed,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.5
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Dur_2,20355520,observed,1.5,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Dur_5,20355520,observed,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.5
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Fre_10,20355520,observed,1.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref,1.5
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Fre_2,20355520,observed,1.5,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,0.75
SMC13187,33.67808,-117.80245,180702040103,USGS,11048600,BONITA C A IRVINE CA,ST,33.64502095,-117.8611673,S,NAD83, 30,  5,NGVD29,18070204,2001-07-01,2020-11-17,20355520,ALT,SMC13187_2013-06-04 00:00:00_1,2013-06-04,0.43365021342898064,20355428,2013,6,04,Southern California,"c(-117.8611673, 33.64502095)",Peak_Fre_5,20355520,observed,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.5
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",DS_Dur_WS,20331402,observed,175.5,predicted,176.741666666667,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9929746805601377
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",DS_Tim,20331402,observed,255,predicted,252.8625,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0084532107370605
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",DS_Mag_50,20331402,observed,1.75,predicted,0.634744890816284,1,likely_unaltered,none_found,TRUE,Non-Ref,2.7570131328658576
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",DS_Mag_90,20331402,observed,4.210000000000001,predicted,4.91242119119927,1,likely_unaltered,none_found,TRUE,Non-Ref,0.8570112040763779
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",FA_Dur,20331402,observed,5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,1.25
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",FA_Mag,20331402,observed,18.991390895241672,predicted,35.1187149370486,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5407769313109644
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",FA_Tim,20331402,observed,17,predicted,42.4666666666667,1,likely_unaltered,none_found,FALSE,Non-Ref,0.4003139717425429
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",SP_ROC,20331402,observed,0.06458333333333333,predicted,0.0714285714285714,1,likely_unaltered,none_found,TRUE,Non-Ref,0.904166666666667
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",SP_Dur,20331402,observed,62,predicted,62.2666666666667,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9957173447537467
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",SP_Mag,20331402,observed,152,predicted,207.786358309517,1,likely_unaltered,none_found,TRUE,Non-Ref,0.7315205927695309
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",SP_Tim,20331402,observed,188,predicted,182.8125,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0283760683760683
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",Wet_BFL_Dur,20331402,observed,112.5,predicted,103.0125,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0921004732435384
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",Peak_Dur_10,20331402,observed,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.5
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",Peak_Dur_2,20331402,observed,3,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",Peak_Dur_5,20331402,observed,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,2
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",Peak_Fre_10,20331402,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",Peak_Fre_2,20331402,observed,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC12246,32.83982,-117.04284,180703040705,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,ST,32.84032675,-117.0258627,F,NAD83, 280, 10,NGVD29,18070304,1912-05-01,2020-11-17,20331402,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.0258627, 32.84032675)",Peak_Fre_5,20331402,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
SMC12246,32.83982,-117.04284,180703040705,USGS,11023000,SAN DIEGO R A FASHION VALLEY AT SAN DIEGO CA,ST,32.76504998,-117.1686449,F,NAD83, 20, 10,NGVD29,18070304,1982-01-18,2020-11-17,20331516,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.1686449, 32.76504998)",DS_Dur_WS,20331516,observed,171,predicted,175.833333333333,1,likely_unaltered,none_found,TRUE,Non-Ref,0.972511848341234
SMC12246,32.83982,-117.04284,180703040705,USGS,11023000,SAN DIEGO R A FASHION VALLEY AT SAN DIEGO CA,ST,32.76504998,-117.1686449,F,NAD83, 20, 10,NGVD29,18070304,1982-01-18,2020-11-17,20331516,ALT,SMC12246_2013-07-23 00:00:00_1,2013-07-23,0.8475560301126761,20331398,2013,7,23,Southern California,"c(-117.1686449, 32.76504998)",DS_Tim,20331516,observed,240,predicted,252.95,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9488041114844832
